uLabel,h1,h2,h3,h4,h5,ax,ay,az,uL dev_yaw,uL dev_pitch,uL dev_roll,uL Timestamp,uMyo1,uM1 d1,uM1 d2,uM1 d3,uM1 d4,uM1 d5,uM1 d6,uM1 d7,uM1 d8,uM1 ds1,uM1 ds2,uM1 ds3,uM1 ds4,uM1 ax,uM1 ay,uM1 az,uM1 dev_yaw,uM1 dev_pitch,uM1 dev_roll,uM1 Timestamp,uMyo2,uM2 d1,uM2 d2,uM2 d3,uM2 d4,uM2 d5,uM2 d6,uM2 d7,uM2 d8,uM2 ds1,uM2 ds2,uM2 ds3,uM2 ds4,uM2 ax,uM2 ay,uM2 az,uM2 dev_yaw,uM2 dev_pitch,uM2 dev_roll,uM2 Timestamp,uMyo3,uM3 d1,uM3 d2,uM3 d3,uM3 d4,uM3 d5,uM3 d6,uM3 d7,uM3 d8,uM3 ds1,uM3 ds2,uM3 ds3,uM3 ds4,uM3 ax,uM3 ay,uM3 az,uM3 dev_yaw,uM3 dev_pitch,uM3 dev_roll,uM3 Timestamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31480,30520,30340,30056,30932,39,-198,16845,-149,0,216,1709870383,0,12152,12232,12269,12278,12226,11997,12051,12061,31730,541,124,133,16022,4273,-2849,0,0,0,1709870383,1,18426,18437,18447,18500,18608,18655,18669,18543,17213,508,95,69,14313,-6238,5313,0,0,0,1709870383,2,17580,17500,17295,17260,17311,17290,17291,17360,7815,495,349,89,7398,-4359,-13632,0,0,0,1709870383,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870383,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870383,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31444,30512,30536,29992,30956,39,-198,16845,-149,0,216,1709870384,0,12247,12092,12000,11994,12031,12087,12130,12206,31250,461,149,64,16244,3865,-2842,0,0,0,1709870384,1,18314,18362,18396,18271,18137,18055,18048,18058,14569,755,88,112,14419,-6578,4354,0,0,0,1709870384,2,17575,17626,17513,17387,17329,17341,17364,17374,8437,567,207,81,7286,-4352,-13504,0,0,0,1709870384,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,,,,,,,,,,,,,,,,,,,,
1,31592,30488,30568,29996,30956,39,-198,16845,-149,0,216,1709870384,0,12622,12422,12250,12650,12897,12760,12314,12119,34498,892,1040,394,14690,3313,-2076,0,0,0,1709870384,1,17704,17641,17548,17611,17732,17736,17718,17630,10248,263,217,93,13721,-5864,4301,0,0,0,1709870384,2,18139,18265,18344,18338,18337,18499,18698,18742,16290,808,648,332,6672,-4109,-13935,0,0,0,1709870384,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,,,,,,,,,,,,,,,,,,,,
1,31676,26956,30768,30068,31040,39,-198,16845,-149,0,216,1709870384,0,13125,13329,13249,12595,11864,11563,11452,11338,32978,4255,1001,963,14419,3467,-2863,0,0,0,1709870384,1,18121,18109,17944,17647,17230,16998,16880,16891,8748,2643,775,689,15685,-6832,4326,0,0,0,1709870384,2,18022,18234,18494,18692,18769,18684,18512,18502,16837,1216,349,337,7734,-4407,-14071,0,0,0,1709870384,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,,,,,,,,,,,,,,,,,,,,
1,31656,26596,30764,30100,31016,39,-198,16845,-149,0,216,1709870384,0,11925,11886,11949,11989,12076,12237,12285,12337,31148,844,309,217,15115,3634,-2931,0,0,0,1709870384,1,17973,17959,17985,18015,18026,17932,17758,17845,12421,397,257,100,14886,-6648,4709,0,0,0,1709870384,2,17922,17958,17954,17919,17611,17584,17672,17782,11330,801,184,163,7535,-4574,-13740,0,0,0,1709870384,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384
1,31484,30404,30516,29984,31016,39,-198,16845,-149,0,216,1709870384,0,12056,12044,12061,12190,12271,12264,12151,11992,31493,521,170,109,15998,3922,-3214,0,0,0,1709870384,1,18533,18524,18559,18683,18758,18742,18659,18524,17910,511,93,71,14371,-6411,4688,0,0,0,1709870384,2,17248,17253,17240,17307,17436,17495,17533,17469,7909,628,93,131,7601,-4153,-13735,0,0,0,1709870384,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384
1,31460,30564,30616,30044,30960,39,-198,16845,-149,0,216,1709870384,0,12239,12314,12338,12349,12363,12362,12171,12088,32687,467,256,95,16806,3999,-2506,0,0,0,1709870384,1,18018,18057,18114,18040,18088,18167,18247,18305,13964,400,282,222,14623,-6164,4315,0,0,0,1709870384,2,17674,17735,17798,17707,17751,17883,17973,18008,11457,493,359,233,7454,-4155,-13289,0,0,0,1709870384,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384
1,30188,30332,30572,30056,31004,39,-198,16845,-149,0,216,1709870384,0,12505,12439,12469,12556,12559,12507,12476,12555,34529,116,203,40,15392,4205,-2377,0,0,0,1709870384,1,17429,17297,17273,17379,17468,17483,17557,17708,8522,651,314,161,16953,-7048,3761,0,0,0,1709870384,2,18950,19074,19058,19025,18484,18268,18286,18395,18468,1882,119,419,5405,-4812,-14419,0,0,0,1709870384,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384
1,30096,28516,30740,30104,31008,39,-198,16845,-149,0,216,1709870384,0,12375,12245,12135,12076,12055,12077,12099,12157,31683,505,215,146,15329,3444,-2439,0,0,0,1709870384,1,17688,17758,17805,17787,17616,17565,17620,17675,10442,421,184,34,14795,-7102,3692,0,0,0,1709870384,2,18157,18196,18129,17979,17921,17971,18013,18026,13320,491,174,44,6483,-4541,-14150,0,0,0,1709870384,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870384
1,30724,30428,30512,30104,31024,39,-198,16845,-149,0,216,1709870385,0,11570,11583,11695,11833,12001,12223,12365,12445,30179,1619,679,464,16071,6273,-3821,0,0,0,1709870385,1,18654,18628,18641,18578,18491,18429,18432,18517,17298,471,81,70,13990,-6150,5948,0,0,0,1709870385,2,17119,17220,17265,17341,17333,17338,17239,17132,6915,454,99,42,9393,-5548,-13875,0,0,0,1709870385,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385
1,31548,30520,30568,30064,31052,39,-198,16845,-149,0,216,1709870385,0,12092,12174,12205,12177,12150,12176,12256,12302,31995,143,254,150,14816,3850,-3435,0,0,0,1709870385,1,18160,18188,18186,18085,18095,18111,18146,18154,14053,174,97,51,14936,-6380,4716,0,0,0,1709870385,2,17858,17985,17992,17897,17649,17685,17742,17779,11515,641,227,92,7893,-4471,-13459,0,0,0,1709870385,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385
1,31588,27800,30624,30048,31056,39,-198,16845,-149,0,216,1709870385,0,12859,12373,12407,12580,12666,12547,12314,12333,34543,178,804,492,16468,4032,-3373,0,0,0,1709870385,1,17676,17702,17778,17945,17790,17411,16988,16859,9077,1888,765,484,14198,-6489,4898,0,0,0,1709870385,2,18511,18347,18421,18451,18529,18585,18789,19117,17678,1046,658,419,8461,-5000,-14224,0,0,0,1709870385,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385
1,31688,28000,30748,30100,31064,39,-198,16845,-149,0,216,1709870385,0,11916,11674,11701,11905,12139,12528,12811,12697,31835,2289,607,187,15765,3657,-2923,0,0,0,1709870385,1,17917,17677,17365,17087,17021,17102,17182,17255,7534,1497,586,385,15074,-6394,4896,0,0,0,1709870385,2,18781,18461,18182,18042,18040,18108,18175,18354,15071,1211,495,271,7871,-4397,-13591,0,0,0,1709870385,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385
1,31568,28524,30652,30044,31064,39,-198,16845,-149,0,216,1709870385,0,12219,12292,12268,12142,12090,12067,12034,12109,31684,493,108,52,16208,2679,-3666,0,0,0,1709870385,1,18207,18240,18291,18331,18394,18463,18494,18455,15803,516,201,124,14998,-6153,4521,0,0,0,1709870385,2,17685,17721,17700,17756,17883,17988,17983,17876,11520,633,138,94,7777,-4482,-13464,0,0,0,1709870385,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385
1,31568,28524,30652,30044,31064,39,-198,16845,-149,0,216,1709870385,0,12156,12187,12168,12228,12310,12308,12216,12120,32157,321,168,39,14933,3521,-2843,0,0,0,1709870385,1,18593,18531,18522,18550,18535,18540,18611,18698,17508,253,177,45,15550,-6600,3908,0,0,0,1709870385,2,17552,17621,17689,17692,17582,17496,17498,17497,9555,424,89,40,7749,-4447,-13632,0,0,0,1709870385,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385
1,31468,30612,30504,30036,30984,39,-198,16845,-149,0,216,1709870385,0,12345,12295,12176,12128,12156,12182,12219,12246,32211,355,147,47,15455,3489,-2988,0,0,0,1709870385,1,18205,18250,18282,18207,18059,17998,18006,18029,13964,613,26,97,14749,-6135,4178,0,0,0,1709870385,2,17827,17822,17847,17882,17921,18004,18084,18125,12440,539,257,151,7921,-4124,-13425,0,0,0,1709870385,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870385
1,31452,30592,30392,30064,31016,39,-198,16845,-149,0,216,1709870386,0,12136,12186,12148,12158,12197,12275,12338,12359,32260,395,162,141,16242,3233,-2984,0,0,0,1709870386,1,17450,17481,17492,17475,17497,17530,17577,17602,9032,209,138,109,15199,-6254,3986,0,0,0,1709870386,2,18380,18406,18422,18461,18549,18579,18593,18581,16899,430,103,136,7850,-4302,-13714,0,0,0,1709870386,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386
1,31524,30676,28512,30140,30996,39,-198,16845,-149,0,216,1709870386,0,12195,12302,12395,12427,12335,12207,12113,12162,32599,596,82,33,15672,3147,-2617,0,0,0,1709870386,1,17577,17687,17827,17877,17811,17684,17659,17619,10669,544,158,56,15244,-6395,3900,0,0,0,1709870386,2,18247,18314,18430,18543,18609,18591,18480,18353,16495,701,54,33,7618,-4283,-14267,0,0,0,1709870386,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386
1,31524,30668,27188,30228,30992,39,-198,16845,-149,0,216,1709870386,0,12002,12036,12138,12285,12311,12275,12181,12122,31814,601,96,26,15405,3927,-3515,0,0,0,1709870386,1,18166,18168,18216,18313,18352,18326,18254,18227,14950,369,66,18,13892,-5995,5370,0,0,0,1709870386,2,17780,17716,17720,17701,17672,17651,17689,17749,10606,192,93,33,7845,-4365,-13564,0,0,0,1709870386,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386
1,31460,30604,30136,30032,30964,39,-198,16845,-149,0,216,1709870386,0,12297,12286,12178,12055,12077,12098,12091,12093,31639,426,258,63,14172,4087,-3798,0,0,0,1709870386,1,18504,18461,18353,18260,18207,18206,18230,18275,15424,568,183,115,13682,-6092,5405,0,0,0,1709870386,2,17502,17543,17490,17406,17285,17243,17268,17297,7962,620,87,105,8565,-4037,-12651,0,0,0,1709870386,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386
1,31440,30608,30596,30032,30980,39,-198,16845,-149,0,216,1709870386,0,12162,12157,12164,12156,12220,12311,12334,12312,32280,393,116,77,15158,3548,-3219,0,0,0,1709870386,1,17460,17479,17474,17492,17583,17666,17724,17688,9494,533,158,131,15085,-6331,4646,0,0,0,1709870386,2,17719,17792,17831,17853,17913,17976,18029,17968,12009,475,234,145,7471,-4007,-13317,0,0,0,1709870386,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386
1,31504,30576,30576,29640,30992,39,-198,16845,-149,0,216,1709870386,0,12173,12198,12206,12215,12226,12310,12390,12437,32619,420,244,140,16308,3618,-2523,0,0,0,1709870386,1,17549,17543,17573,17599,17603,17685,17778,17854,10112,486,300,153,14921,-6267,4171,0,0,0,1709870386,2,18693,18778,18810,18703,18584,18552,18510,18490,18048,621,143,100,7352,-4240,-14043,0,0,0,1709870386,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386
1,31456,30504,30684,27312,31012,39,-198,16845,-149,0,216,1709870386,0,12247,12314,12396,12417,12367,12124,12152,12180,32661,567,172,104,15684,3568,-3277,0,0,0,1709870386,1,18396,18403,18463,18492,18377,18253,18230,18338,15880,448,191,28,14901,-6577,4665,0,0,0,1709870386,2,18359,18293,18161,18090,18094,18177,18225,18207,14534,434,185,118,7627,-4486,-13936,0,0,0,1709870386,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386
1,31536,30532,30712,25960,30928,39,-198,16845,-149,0,216,1709870386,0,12196,12102,12014,12020,12035,12058,12050,12128,31067,280,167,54,15201,3465,-3449,0,0,0,1709870386,1,18251,18337,18344,18326,18300,18269,18219,18191,15165,285,89,18,15268,-6357,4717,0,0,0,1709870386,2,17310,17286,17261,17279,17347,17409,17468,17446,7734,412,78,68,7742,-4362,-13496,0,0,0,1709870386,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870386
1,31496,30556,30536,29080,31016,39,-198,16845,-149,0,216,1709870387,0,12337,12348,12219,12037,12063,12052,12078,12087,31684,606,294,44,14860,3165,-3604,0,0,0,1709870387,1,17763,17746,17634,17530,17469,17465,17477,17474,9486,601,239,157,14694,-6061,4838,0,0,0,1709870387,2,17496,17531,17545,17651,17742,17701,17627,17466,9687,502,132,92,7547,-4356,-13530,0,0,0,1709870387,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387
1,31500,30480,30548,30052,31000,39,-198,16845,-149,0,216,1709870387,0,12229,12209,12205,12306,12375,12398,12352,12250,32787,400,69,59,15136,2962,-3010,0,0,0,1709870387,1,17709,17717,17731,17810,17856,17856,17819,17740,11166,324,27,39,15412,-6225,4158,0,0,0,1709870387,2,18459,18354,18262,18275,18285,18291,18294,18369,15517,290,188,63,7730,-3978,-13666,0,0,0,1709870387,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387
